Time(s),One,Two,Three,Four
5737.766,24.131,23.295,24.721,23.042
5740.661,24.13,23.297,24.725,23.041
5743.532,24.131,23.289,24.726,23.035
5746.401,24.13,23.284,24.73,23.031
5749.301,24.129,23.277,24.732,23.029
5752.188,24.125,23.294,24.73,23.051
5755.082,24.127,23.308,24.72,23.054
5757.962,24.126,23.299,24.714,23.041
5760.871,24.125,23.296,24.715,23.055
5763.741,24.126,23.299,24.718,23.05
5766.64,24.127,23.297,24.718,23.036
5769.531,24.125,23.292,24.713,23.024
5772.391,24.125,23.289,24.713,23.019
5775.261,24.126,23.288,24.714,23.015
5778.142,24.126,23.296,24.718,23.021
5780.992,24.124,23.291,24.723,23.016
5783.862,24.124,23.289,24.725,23.014
5786.754,24.124,23.29,24.733,23.017
5789.651,24.124,23.298,24.736,23.019
5792.532,24.123,23.3,24.74,23.016
5795.391,24.123,23.301,24.742,23.014
5798.281,24.125,23.307,24.732,23.021
5801.212,24.125,23.308,24.728,23.026
5804.092,24.123,23.296,24.728,23.017
5806.971,24.121,23.282,24.72,23.008
5809.849,24.122,23.273,24.711,23.001
5812.74,24.121,23.255,24.707,22.991
5815.627,24.122,23.239,24.705,22.978
5818.482,24.119,23.223,24.713,22.97
5821.392,24.114,23.214,24.72,22.96
5824.272,24.114,23.211,24.725,22.958
5827.162,24.114,23.214,24.721,22.96
5830.053,24.114,23.216,24.719,22.971
5832.939,24.115,23.209,24.716,22.968
5835.808,24.114,23.201,24.717,22.96
5838.672,24.115,23.199,24.713,22.961
5841.642,24.115,23.2,24.718,22.963
5844.512,24.115,23.206,24.721,22.968
5847.412,24.116,23.216,24.719,22.974
5850.303,24.116,23.223,24.721,22.979
5853.212,24.117,23.226,24.717,22.979
5856.083,24.118,23.22,24.719,22.97
5858.962,24.119,23.214,24.718,22.971
5861.818,24.12,23.21,24.72,22.966
5864.675,24.119,23.206,24.722,22.963
5867.587,24.118,23.199,24.725,22.957
5870.478,24.114,23.193,24.732,22.953
5873.373,24.113,23.195,24.735,22.953
5876.242,24.112,23.2,24.734,22.956
5879.111,24.113,23.204,24.73,22.96
5882.012,24.112,23.224,24.725,22.97
5884.903,24.113,23.24,24.726,22.972
5887.743,24.115,23.249,24.723,22.977
5890.622,24.115,23.258,24.717,22.992
5893.493,24.116,23.275,24.71,23.001
5896.382,24.117,23.294,24.711,23.017
5899.312,24.117,23.3,24.718,23.023
5902.18,24.117,23.304,24.725,23.03
5905.043,24.117,23.316,24.73,23.047
5907.942,24.117,23.328,24.718,23.059
5910.843,24.118,23.336,24.708,23.064
5913.743,24.118,23.35,24.71,23.081
5916.625,24.119,23.364,24.72,23.1
5919.533,24.118,23.365,24.726,23.097
5922.392,24.12,23.365,24.723,23.109
5925.273,24.12,23.363,24.724,23.111
5928.153,24.119,23.366,24.726,23.121
5931.053,24.117,23.37,24.72,23.121
5933.963,24.119,23.374,24.714,23.126
5936.865,24.119,23.38,24.717,23.134
5939.733,24.118,23.381,24.725,23.131
5942.618,24.115,23.369,24.724,23.118
5945.485,24.113,23.36,24.721,23.11
5948.384,24.112,23.346,24.72,23.097
5951.273,24.113,23.335,24.724,23.086
5954.163,24.113,23.329,24.727,23.082
5957.03,24.111,23.326,24.731,23.078
5959.903,24.112,23.32,24.729,23.069
5962.79,24.114,23.318,24.725,23.058
5965.703,24.113,23.314,24.711,23.051
5968.593,24.114,23.317,24.711,23.053
5971.453,24.114,23.318,24.717,23.068
5974.312,24.114,23.316,24.716,23.069
5977.195,24.116,23.31,24.713,23.065
5980.073,24.113,23.302,24.717,23.06
5982.98,24.112,23.304,24.727,23.06
5985.873,24.111,23.304,24.726,23.053
5988.782,24.112,23.288,24.724,23.043
5991.665,24.112,23.275,24.722,23.03
5994.534,24.114,23.266,24.722,23.023
5997.423,24.113,23.259,24.728,23.015
6000.283,24.114,23.27,24.726,23.034
6003.151,24.113,23.299,24.72,23.066
6006.044,24.112,23.347,24.721,23.117
6008.935,24.111,23.395,24.727,23.172
6011.799,24.112,23.434,24.735,23.214
6014.663,24.111,23.451,24.736,23.228
6017.553,24.109,23.457,24.735,23.242
6020.453,24.105,23.484,24.742,23.268
6023.333,24.102,23.494,24.748,23.289
6026.213,24.1,23.524,24.748,23.334
6029.094,24.097,23.541,24.741,23.348
6031.963,24.103,23.571,24.736,23.386
6034.827,24.544,23.623,24.759,23.433
6037.734,24.686,23.626,24.735,23.515
6040.624,24.711,23.62,24.656,23.543
6043.514,24.629,23.648,24.588,23.574
6046.444,24.569,23.822,24.574,23.582
6049.314,24.479,23.91,24.566,23.564
6052.213,24.347,23.906,24.472,23.556
6055.115,24.243,23.866,24.365,23.832
6057.983,24.754,24.233,25.123,24.995
6060.873,45.998,47.974,50.333,53.3
6063.787,68.958,68.79,68.675,69.842
6066.651,73.282,73.289,73.456,73.491
6069.529,73.906,74.508,74.721,74.145
6072.403,74.07,74.975,75.138,74.309
6075.303,73.464,74.693,74.86,73.665
6078.184,73.16,74.308,74.587,73.458
6081.033,73.381,74.615,74.643,73.602
6083.904,73.367,74.599,74.672,73.777
6086.778,73.481,74.451,74.64,73.613
6089.657,73.21,74.225,74.612,73.473
6092.536,73.11,74.12,74.59,73.234
6095.441,72.919,73.972,74.298,73.142
6098.353,72.692,73.755,74.126,72.963
6101.293,72.6,73.693,74.098,73.089
6104.164,72.871,73.761,74.017,72.941
6107.031,72.826,73.689,73.885,72.824
6109.905,72.739,73.597,73.782,72.804
6112.809,72.36,73.418,73.713,72.68
6115.714,72.42,73.373,73.631,72.565
6118.604,72.359,73.283,73.548,72.481
6121.533,72.187,73.164,73.561,72.405
6124.414,72.319,73.292,73.442,72.32
6127.304,72.114,73.204,73.314,72.26
6130.198,71.952,72.942,73.16,72.154
6133.085,71.945,72.838,73.102,72.085
6135.978,72.027,72.898,73.032,72.074
6138.894,71.845,72.774,72.984,72.087
6141.746,71.781,72.713,72.934,71.977
6144.604,71.682,72.571,72.728,71.672
6147.495,71.429,72.409,72.638,71.731
6150.374,71.479,72.415,72.666,71.797
6153.274,71.519,72.378,72.579,71.599
6156.177,71.446,72.252,72.406,71.469
6159.064,71.303,72.187,72.388,71.494
6161.999,70.998,71.972,72.199,71.193
6164.864,70.936,71.864,72.128,71.246
6167.751,71.222,71.965,72.153,71.301
6170.616,70.997,71.828,71.987,71.058
6173.494,70.853,71.691,71.898,71.024
6176.369,70.891,71.71,71.925,71.109
6179.243,70.806,71.617,71.819,70.924
6182.118,70.817,71.61,71.779,70.938
6184.994,70.745,71.553,71.743,70.881
6187.895,70.439,71.376,71.632,70.738
6190.784,70.258,71.118,71.384,70.468
6193.685,70.505,71.142,71.352,70.458
6196.554,70.561,71.235,71.499,70.697
6199.455,70.399,71.202,71.546,70.638
6202.356,70.3,71.075,71.231,70.378
6205.215,70.196,70.958,71.118,70.315
6208.104,70.07,70.815,70.948,70.156
6210.986,70.03,70.747,70.897,70.167
6213.871,70.153,70.803,70.932,70.228
6216.741,69.925,70.695,70.873,70.123
6219.645,69.804,70.556,70.731,69.942
6222.554,69.762,70.454,70.576,69.802
6225.845,69.853,70.482,70.586,69.932
6228.705,69.847,70.515,70.629,69.943
6231.595,69.468,70.255,70.418,69.616
6234.495,69.292,70.051,70.255,69.571
6237.385,69.493,70.12,70.295,69.651
6240.254,69.532,70.113,70.217,69.492
6243.168,69.408,70.092,70.224,69.577
6246.116,69.289,70.021,70.165,69.436
6248.98,69.127,69.865,69.967,69.208
6251.869,69.146,69.762,69.835,69.158
6254.765,69.121,69.752,69.855,69.276
6257.645,69.127,69.777,69.895,69.329
6260.495,68.976,69.674,69.792,69.081
6263.395,68.794,69.429,69.544,68.842
6266.275,68.917,69.445,69.523,68.971
6269.126,68.784,69.453,69.593,69.04
6271.988,68.735,69.363,69.523,68.839
6274.873,68.786,69.297,69.328,68.624
6277.765,68.682,69.219,69.184,68.587
6280.666,68.448,69.167,69.216,68.734
6283.575,68.468,69.126,69.25,68.734
6286.483,68.372,69.038,69.197,68.57
6289.425,68.407,68.949,69.059,68.364
6292.295,68.376,68.906,68.982,68.303
6295.17,68.202,68.804,68.876,68.267
6298.047,68.162,68.746,68.806,68.244
6300.886,68.106,68.698,68.799,68.227
6303.776,67.979,68.613,68.762,68.199
6306.681,68.004,68.58,68.713,68.152
6309.56,68.046,68.537,68.575,67.962
6312.455,67.929,68.444,68.429,67.857
6315.325,67.756,68.36,68.398,67.908
6318.209,67.705,68.301,68.392,67.9
6321.075,67.752,68.271,68.362,67.805
6323.986,67.642,68.18,68.234,67.647
6326.87,67.528,68.084,68.141,67.623
6329.756,67.485,68.043,68.13,67.648
6332.633,67.494,68.002,68.07,67.527
6335.486,67.4,67.909,67.973,67.414
6338.325,67.209,67.791,67.862,67.348
6341.208,67.275,67.759,67.791,67.297
6344.049,67.293,67.763,67.789,67.328
6346.926,67.216,67.744,67.793,67.337
6349.817,67.156,67.678,67.725,67.211
6352.703,67.05,67.552,67.559,67.002
6355.592,66.898,67.427,67.457,66.973
6358.516,66.862,67.401,67.473,67.043
6361.386,66.895,67.403,67.472,67.011
6364.276,66.801,67.347,67.384,66.874
6367.169,66.756,67.235,67.246,66.726
6370.047,66.715,67.165,67.128,66.643
6372.943,66.523,67.053,67.067,66.63
6375.837,66.493,66.972,67.044,66.627
6378.696,66.584,66.99,67.039,66.617
6381.586,66.635,67.008,67.019,66.566
6384.457,66.464,66.934,66.96,66.494
6387.316,66.128,66.718,66.857,66.376
6390.167,66.197,66.63,66.732,66.253
6393.041,66.354,66.684,66.676,66.261
6395.947,66.328,66.702,66.673,66.289
6398.847,66.051,66.585,66.64,66.225
6401.708,65.857,66.404,66.535,66.064
6404.577,65.948,66.343,66.429,65.968
6407.456,66.039,66.367,66.388,65.947
6410.327,65.96,66.361,66.342,65.923
6413.216,65.884,66.3,66.294,65.897
6416.077,65.802,66.248,66.275,65.883
6418.977,65.758,66.214,66.262,65.862
6421.882,65.755,66.179,66.216,65.784
6424.784,65.578,66.053,66.098,65.616
6427.677,65.534,65.91,65.944,65.494
6430.517,65.566,65.889,65.876,65.501
6433.377,65.427,65.859,65.863,65.522
6436.25,65.388,65.813,65.846,65.489
6439.128,65.477,65.819,65.827,65.45
6442.026,65.408,65.781,65.778,65.358
6444.927,65.152,65.628,65.666,65.235
6447.829,65.056,65.516,65.552,65.163
6450.707,65.088,65.481,65.497,65.143
6453.603,65.114,65.467,65.487,65.15
6456.468,65.101,65.455,65.48,65.128
6459.32,65.078,65.409,65.42,65.011
6462.196,64.894,65.308,65.312,64.904
6465.082,64.781,65.223,65.264,64.89
6467.942,64.797,65.185,65.24,64.856
6470.825,64.792,65.137,65.161,64.753
6473.696,64.691,65.071,65.052,64.659
6476.57,64.582,65.0,64.973,64.726
6479.457,64.478,64.926,64.967,64.706
6482.328,64.415,64.866,64.921,64.621
6485.217,64.429,64.827,64.859,64.532
6488.083,64.422,64.806,64.783,64.419
6490.953,64.359,64.76,64.664,64.285
6493.838,64.264,64.701,64.596,64.286
6496.698,64.184,64.643,64.619,64.352
6499.575,64.188,64.601,64.59,64.299
6502.447,64.26,64.603,64.538,64.216
6505.338,64.271,64.605,64.496,64.167
6508.194,64.124,64.538,64.48,64.134
6511.052,63.863,64.382,64.436,64.038
6513.907,63.749,64.221,64.344,63.867
6516.779,63.748,64.15,64.185,63.747
6519.644,63.766,64.129,64.074,63.765
6522.512,63.813,64.124,64.068,63.819
6525.359,63.888,64.112,64.073,63.809
6528.21,63.845,64.064,64.035,63.719
6531.05,63.655,63.994,63.955,63.6
6533.923,63.494,63.892,63.863,63.513
6536.807,63.388,63.798,63.78,63.455
6539.671,63.396,63.745,63.715,63.397
6542.538,63.414,63.718,63.654,63.366
6545.418,63.374,63.688,63.629,63.384
6548.316,63.309,63.657,63.652,63.389
6551.189,63.241,63.603,63.625,63.298
6554.049,63.091,63.493,63.524,63.17
6556.922,63.014,63.416,63.444,63.114
6559.809,63.115,63.418,63.416,63.111
6562.696,63.207,63.418,63.401,63.106
6565.602,63.125,63.396,63.374,63.069
6568.499,63.012,63.373,63.301,62.978
6571.403,62.947,63.341,63.192,62.872
6574.29,62.816,63.281,63.125,62.796
6577.174,62.69,63.159,63.059,62.723
6580.027,62.605,63.034,62.988,62.661
6582.907,62.598,62.96,62.932,62.611
6585.765,62.647,62.94,62.886,62.589
6588.639,62.642,62.923,62.846,62.566
6591.539,62.513,62.854,62.821,62.525
6594.399,62.396,62.747,62.769,62.462
6597.269,62.367,62.69,62.704,62.404
6600.129,62.338,62.667,62.658,62.36
6602.984,62.277,62.629,62.629,62.337
6605.851,62.23,62.592,62.603,62.312
6608.758,62.166,62.553,62.556,62.25
6611.643,62.116,62.485,62.48,62.14
6614.533,62.079,62.404,62.404,62.038
6617.418,62.034,62.363,62.357,62.01
6620.299,61.997,62.341,62.321,62.036
6623.158,61.967,62.309,62.296,62.057
6626.056,61.954,62.26,62.268,62.012
6628.94,61.898,62.209,62.211,61.911
6631.837,61.819,62.172,62.078,61.755
6634.707,61.77,62.129,61.964,61.725
6637.589,61.684,62.069,61.948,61.733
6640.479,61.531,61.98,61.927,61.671
6643.349,61.452,61.874,61.882,61.582
6646.193,61.494,61.808,61.841,61.52
6649.07,61.539,61.789,61.803,61.495
6651.954,61.509,61.772,61.743,61.45
6654.852,61.391,61.709,61.65,61.376
6657.708,61.26,61.62,61.563,61.314
6660.583,61.199,61.55,61.505,61.275
6663.439,61.173,61.505,61.467,61.24
6666.305,61.148,61.472,61.44,61.222
6669.196,61.142,61.452,61.439,61.224
6672.067,61.147,61.439,61.43,61.195
6674.941,61.138,61.418,61.425,61.146
6677.84,61.081,61.374,61.376,61.049
6680.749,60.924,61.271,61.243,60.91
6683.61,60.769,61.133,61.119,60.834
6686.474,60.73,61.049,61.049,60.796
6689.337,60.76,61.027,61.01,60.776
6692.197,60.789,61.029,61.007,60.783
6695.084,60.808,61.025,61.013,60.784
6697.971,60.787,60.993,60.976,60.72
6700.831,60.653,60.925,60.893,60.619
6703.713,60.497,60.839,60.831,60.567
6706.599,60.428,60.776,60.809,60.541
6709.459,60.423,60.736,60.75,60.471
6712.33,60.406,60.691,60.68,60.401
6715.215,60.358,60.643,60.644,60.368
6718.101,60.319,60.605,60.593,60.317
6720.987,60.274,60.557,60.514,60.251
6723.843,60.181,60.489,60.471,60.235
6726.692,60.1,60.436,60.461,60.228
6729.551,60.09,60.417,60.451,60.211
6732.461,60.12,60.421,60.419,60.176
6735.34,60.097,60.395,60.35,60.084
6738.22,59.996,60.316,60.231,59.97
6741.086,59.9,60.24,60.157,59.936
6743.93,59.847,60.18,60.128,59.916
6746.814,59.792,60.118,60.091,59.849
6749.714,59.752,60.058,60.054,59.794
6752.61,59.74,60.014,60.009,59.765
6755.5,59.725,59.982,59.965,59.73
6758.37,59.67,59.939,59.917,59.671
6761.27,59.594,59.883,59.861,59.613
6764.22,59.533,59.847,59.817,59.573
6767.096,59.51,59.825,59.778,59.541
6769.963,59.504,59.797,59.731,59.491
6772.843,59.469,59.753,59.665,59.427
6775.725,59.366,59.676,59.598,59.362
6778.6,59.265,59.588,59.532,59.297
6781.5,59.23,59.529,59.483,59.254
6784.371,59.213,59.494,59.468,59.243
6787.281,59.172,59.461,59.455,59.226
6790.202,59.131,59.421,59.423,59.173
6793.066,59.121,59.39,59.37,59.111
6795.932,59.1,59.363,59.32,59.079
6798.831,59.043,59.323,59.291,59.064
6801.709,58.991,59.277,59.266,59.029
6804.561,58.989,59.245,59.214,58.954
6807.441,58.941,59.204,59.146,58.884
6810.33,58.811,59.111,59.095,58.833
6813.218,58.734,59.023,59.046,58.779
6816.101,58.769,58.988,58.991,58.736
6818.97,58.789,58.981,58.946,58.711
6821.915,58.674,58.953,58.908,58.696
6825.19,58.58,58.895,58.892,58.702
6828.051,58.567,58.856,58.916,58.697
6830.916,58.582,58.845,58.883,58.619
6833.801,58.562,58.821,58.825,58.532
6836.685,58.445,58.759,58.769,58.486
6839.571,58.329,58.68,58.714,58.446
6842.45,58.304,58.622,58.658,58.392
6845.35,58.309,58.579,58.605,58.325
6848.26,58.263,58.535,58.553,58.258
6851.144,58.177,58.475,58.488,58.201
6854.024,58.154,58.427,58.428,58.158
6856.944,58.187,58.41,58.371,58.123
6859.8,58.181,58.394,58.33,58.103
6862.684,58.05,58.339,58.302,58.076
6865.57,57.914,58.238,58.253,58.006
6868.45,57.862,58.154,58.171,57.899
6871.321,57.852,58.104,58.098,57.833
6874.209,57.853,58.08,58.061,57.827
6877.106,57.849,58.071,58.047,57.843
6879.991,57.828,58.061,58.043,57.84
6882.929,57.775,58.032,58.025,57.792
6885.802,57.706,57.975,57.974,57.706
6888.662,57.641,57.906,57.901,57.627
6891.532,57.586,57.848,57.842,57.588
6894.422,57.542,57.802,57.833,57.577
6897.312,57.522,57.774,57.821,57.559
6900.221,57.521,57.754,57.782,57.535
6903.108,57.505,57.737,57.734,57.502
6906.002,57.438,57.701,57.68,57.445
6908.902,57.357,57.64,57.615,57.357
6911.825,57.299,57.575,57.55,57.288
6914.681,57.26,57.522,57.506,57.268
6917.541,57.202,57.485,57.466,57.247
6920.421,57.157,57.449,57.412,57.197
6923.293,57.127,57.41,57.37,57.154
6926.184,57.091,57.366,57.352,57.133
6929.065,57.052,57.32,57.333,57.098
6931.964,57.021,57.28,57.284,57.038
6934.844,56.997,57.241,57.221,56.979
6937.814,56.969,57.208,57.166,56.942
6940.74,56.943,57.184,57.127,56.92
6943.602,56.924,57.159,57.103,56.895
6946.471,56.903,57.124,57.069,56.856
6949.351,56.846,57.083,57.026,56.809
6952.241,56.78,57.044,56.988,56.775
6955.142,56.699,56.986,56.953,56.732
6958.026,56.596,56.891,56.894,56.65
6960.922,56.538,56.806,56.813,56.566
6963.83,56.543,56.771,56.748,56.533
6966.721,56.553,56.763,56.713,56.529
6969.622,56.515,56.751,56.696,56.526
6972.586,56.481,56.734,56.689,56.515
6975.482,56.493,56.721,56.681,56.488
6978.331,56.488,56.698,56.665,56.439
6981.221,56.377,56.639,56.638,56.374
6984.102,56.249,56.548,56.613,56.312
6986.956,56.2,56.478,56.565,56.254
6989.831,56.199,56.441,56.507,56.206
6992.711,56.202,56.423,56.448,56.172
6995.602,56.21,56.415,56.397,56.155
6998.512,56.209,56.408,56.371,56.152
7001.386,56.176,56.401,56.363,56.143
7004.341,56.127,56.375,56.344,56.108
7007.213,56.109,56.323,56.288,56.03
7010.085,56.017,56.232,56.205,55.938
7012.965,55.922,56.123,56.122,55.869
7015.835,55.861,56.061,56.052,55.83
7018.713,55.815,56.03,56.003,55.807
7021.602,55.785,56.011,55.973,55.784
7024.483,55.766,55.996,55.952,55.757
7027.372,55.738,55.972,55.934,55.731
7030.242,55.68,55.934,55.912,55.7
7033.12,55.606,55.878,55.868,55.649
7036.012,55.543,55.814,55.817,55.599
7038.913,55.513,55.761,55.783,55.565
7041.812,55.504,55.726,55.755,55.526
7044.723,55.5,55.71,55.713,55.477
7047.582,55.505,55.697,55.661,55.43
7050.469,55.493,55.68,55.607,55.393
7053.353,55.417,55.647,55.566,55.371
7056.222,55.307,55.611,55.536,55.342
7059.082,55.238,55.572,55.512,55.313
7061.947,55.227,55.535,55.477,55.267
7064.832,55.216,55.478,55.426,55.202
7067.702,55.159,55.403,55.373,55.15
7070.612,55.11,55.333,55.337,55.12
7073.492,55.127,55.29,55.313,55.095
7076.366,55.118,55.27,55.281,55.064
7079.242,55.058,55.251,55.239,55.024
7082.145,54.987,55.225,55.193,54.982
7085.026,54.939,55.188,55.147,54.942
7087.903,54.907,55.152,55.103,54.908
7090.785,54.878,55.122,55.069,54.885
7093.682,54.85,55.096,55.051,54.876
7096.558,54.809,55.07,55.045,54.863
7099.442,54.763,55.036,55.026,54.825
7102.332,54.722,54.987,54.986,54.756
7105.232,54.697,54.93,54.942,54.689
7108.152,54.691,54.886,54.898,54.647
7111.013,54.655,54.862,54.855,54.63
7113.872,54.607,54.836,54.813,54.607
7116.743,54.563,54.808,54.766,54.574
7119.624,54.524,54.773,54.721,54.532
7122.508,54.484,54.731,54.679,54.485
7125.392,54.437,54.684,54.631,54.431
7128.302,54.389,54.636,54.58,54.386
7131.184,54.347,54.593,54.551,54.366
7134.093,54.3,54.556,54.547,54.356
7136.982,54.253,54.524,54.523,54.328
7139.883,54.226,54.485,54.478,54.266
7142.8,54.212,54.439,54.412,54.188
7145.752,54.19,54.392,54.346,54.14
7148.617,54.175,54.367,54.312,54.125
7151.487,54.169,54.353,54.3,54.122
7154.352,54.137,54.338,54.281,54.102
7157.223,54.064,54.301,54.254,54.065
7160.126,53.973,54.235,54.21,54.01
7163.026,53.907,54.169,54.155,53.949
7165.916,53.88,54.124,54.105,53.91
7168.817,53.875,54.101,54.079,53.892
7171.704,53.883,54.088,54.062,53.878
7174.565,53.887,54.075,54.04,53.843
7177.442,53.858,54.05,54.006,53.794
7180.362,53.778,54.007,53.971,53.753
7183.244,53.69,53.952,53.939,53.719
7186.125,53.636,53.9,53.899,53.681
7189.003,53.62,53.866,53.852,53.633
7191.883,53.615,53.837,53.809,53.594
7194.763,53.588,53.809,53.774,53.565
7197.643,53.539,53.778,53.742,53.543
7200.511,53.486,53.749,53.713,53.517
7203.383,53.453,53.724,53.68,53.484
7206.281,53.448,53.691,53.648,53.441
7209.161,53.457,53.659,53.61,53.4
7212.066,53.418,53.619,53.572,53.369
7214.964,53.309,53.563,53.536,53.34
7217.856,53.243,53.508,53.504,53.306
7220.744,53.237,53.478,53.472,53.269
7223.634,53.246,53.464,53.437,53.239
7226.518,53.233,53.444,53.412,53.217
7229.423,53.187,53.407,53.39,53.182
7232.398,53.116,53.35,53.352,53.125
7235.273,53.063,53.3,53.297,53.076
7238.187,53.045,53.27,53.253,53.055
7241.057,53.052,53.258,53.237,53.053
7243.927,53.047,53.249,53.233,53.045
7246.824,53.005,53.226,53.208,53.011
7249.717,52.931,53.174,53.147,52.934
7252.604,52.858,53.105,53.066,52.858
7255.494,52.806,53.049,53.015,52.829
7258.394,52.787,53.019,53.001,52.828
7261.283,52.784,53.0,52.991,52.819
7264.155,52.77,52.981,52.969,52.784
7267.045,52.734,52.955,52.939,52.74
7269.935,52.698,52.925,52.904,52.698
7272.802,52.675,52.893,52.859,52.658
7275.685,52.645,52.862,52.811,52.613
7278.545,52.601,52.829,52.757,52.571
7281.434,52.556,52.793,52.712,52.534
7284.314,52.519,52.759,52.677,52.518
7287.169,52.488,52.728,52.658,52.511
7290.015,52.458,52.699,52.653,52.502
7292.872,52.429,52.664,52.643,52.475
7295.725,52.404,52.633,52.621,52.425
7298.605,52.387,52.598,52.584,52.371
7301.539,52.36,52.563,52.542,52.329
7304.444,52.304,52.53,52.508,52.302
7307.334,52.253,52.494,52.479,52.277
7310.216,52.23,52.465,52.444,52.243
7313.1,52.222,52.44,52.408,52.211
7315.948,52.197,52.414,52.378,52.182
7318.828,52.159,52.38,52.344,52.147
7321.724,52.118,52.342,52.304,52.105
7324.614,52.07,52.297,52.265,52.065
7327.495,52.005,52.247,52.24,52.033
7330.428,51.941,52.189,52.206,52.0
7333.325,51.913,52.145,52.16,51.961
7336.176,51.918,52.122,52.118,51.922
7339.056,51.928,52.114,52.091,51.896
7341.955,51.921,52.109,52.061,51.878
7344.864,51.883,52.088,52.032,51.856
7347.765,51.83,52.051,52.006,51.836
7350.644,51.781,52.008,51.988,51.826
7353.535,51.745,51.972,51.972,51.809
7356.424,51.71,51.941,51.944,51.766
7359.296,51.674,51.906,51.893,51.696
7362.16,51.65,51.87,51.837,51.637
7365.075,51.641,51.839,51.791,51.599
7367.964,51.63,51.81,51.754,51.576
7370.838,51.597,51.781,51.723,51.559
7373.695,51.535,51.753,51.706,51.549
7376.539,51.478,51.722,51.693,51.533
7379.405,51.442,51.69,51.674,51.506
