Time(s),One,Two,Three,Four
7616.164,49.123,49.298,49.287,49.104
7619.046,49.092,49.273,49.27,49.078
7621.939,49.036,49.242,49.231,49.039
7624.821,48.978,49.196,49.173,48.981
7627.76,48.926,49.137,49.103,48.919
7630.696,48.887,49.087,49.049,48.878
7633.556,48.864,49.055,49.016,48.864
7636.427,48.855,49.038,49.005,48.862
7639.276,48.853,49.029,48.998,48.856
7642.154,48.849,49.024,48.987,48.838
7645.031,48.836,49.012,48.972,48.812
7647.893,48.808,48.992,48.951,48.782
7650.765,48.766,48.962,48.924,48.752
7653.64,48.715,48.923,48.896,48.72
7656.536,48.662,48.878,48.862,48.685
7659.414,48.613,48.836,48.824,48.651
7662.268,48.58,48.801,48.791,48.623
7665.14,48.564,48.774,48.764,48.597
7668.048,48.568,48.758,48.744,48.577
7670.939,48.585,48.748,48.728,48.557
7673.83,48.594,48.739,48.719,48.535
7676.722,48.577,48.726,48.703,48.514
7679.587,48.53,48.702,48.673,48.485
7682.467,48.462,48.664,48.634,48.451
7685.338,48.402,48.618,48.594,48.416
7688.228,48.36,48.573,48.554,48.38
7691.122,48.335,48.54,48.518,48.347
7694.007,48.317,48.515,48.489,48.325
7696.884,48.292,48.491,48.47,48.306
7699.837,48.264,48.466,48.451,48.284
7702.793,48.236,48.437,48.425,48.258
7705.647,48.212,48.409,48.394,48.227
7708.507,48.184,48.38,48.36,48.194
7711.367,48.16,48.353,48.331,48.164
7714.222,48.148,48.328,48.302,48.134
7717.109,48.139,48.308,48.279,48.108
7720.003,48.124,48.289,48.252,48.087
7723.307,48.091,48.268,48.226,48.067
7726.171,48.047,48.242,48.204,48.051
7729.039,48.02,48.219,48.191,48.036
7731.899,48.008,48.204,48.173,48.017
7734.744,47.999,48.189,48.152,47.993
7737.592,47.981,48.171,48.129,47.967
7740.457,47.94,48.142,48.097,47.93
7743.308,47.888,48.098,48.056,47.885
7746.168,47.848,48.048,48.009,47.842
7749.029,47.828,48.01,47.968,47.81
7751.932,47.813,47.981,47.943,47.795
7754.818,47.789,47.965,47.932,47.789
7757.721,47.77,47.953,47.926,47.783
7760.593,47.756,47.942,47.922,47.772
7763.447,47.747,47.926,47.908,47.745
7766.317,47.724,47.904,47.884,47.706
7769.198,47.674,47.869,47.841,47.656
7772.05,47.614,47.824,47.797,47.615
7774.9,47.569,47.78,47.756,47.586
7777.759,47.547,47.749,47.727,47.567
7780.617,47.543,47.727,47.705,47.553
7783.508,47.542,47.713,47.688,47.532
7786.388,47.53,47.698,47.666,47.508
7789.268,47.505,47.679,47.645,47.485
7792.162,47.474,47.657,47.625,47.464
7795.047,47.441,47.632,47.607,47.449
7797.939,47.413,47.605,47.587,47.431
7800.818,47.376,47.572,47.565,47.404
7803.698,47.339,47.538,47.533,47.362
7806.587,47.316,47.508,47.496,47.319
7809.485,47.304,47.485,47.459,47.285
7812.363,47.297,47.469,47.426,47.262
7815.227,47.277,47.451,47.403,47.25
7818.132,47.238,47.427,47.385,47.234
7821.038,47.19,47.39,47.363,47.207
7824.007,47.154,47.354,47.335,47.173
7826.953,47.13,47.323,47.309,47.143
7829.938,47.122,47.304,47.291,47.123
7832.794,47.118,47.293,47.279,47.115
7835.668,47.112,47.284,47.266,47.099
7838.524,47.097,47.272,47.24,47.08
7841.392,47.074,47.252,47.212,47.055
7844.258,47.044,47.223,47.188,47.037
7847.112,47.005,47.19,47.177,47.024
7849.978,46.969,47.164,47.172,47.011
7852.844,46.949,47.148,47.162,46.989
7855.7,46.938,47.128,47.148,46.952
7858.568,46.921,47.102,47.118,46.912
7861.438,46.888,47.072,47.084,46.882
7864.327,46.852,47.044,47.046,46.858
7867.173,46.824,47.015,47.006,46.832
7870.029,46.799,46.986,46.963,46.798
7872.906,46.778,46.956,46.921,46.761
7875.788,46.753,46.929,46.886,46.727
7878.668,46.727,46.899,46.855,46.704
7881.558,46.698,46.875,46.835,46.69
7884.449,46.672,46.853,46.818,46.678
7887.328,46.654,46.833,46.803,46.661
7890.21,46.64,46.816,46.783,46.637
7893.105,46.641,46.803,46.766,46.61
7896.004,46.657,46.792,46.748,46.587
7898.9,46.648,46.777,46.723,46.569
7901.786,46.599,46.756,46.704,46.556
7904.689,46.529,46.727,46.691,46.54
7907.568,46.473,46.688,46.666,46.508
7910.479,46.429,46.642,46.625,46.46
7913.368,46.389,46.591,46.574,46.408
7916.221,46.36,46.551,46.529,46.374
7919.078,46.349,46.526,46.501,46.357
7921.959,46.344,46.512,46.484,46.345
7924.849,46.338,46.498,46.464,46.33
7927.731,46.328,46.482,46.447,46.309
7930.588,46.324,46.468,46.431,46.288
7933.458,46.33,46.461,46.418,46.275
7936.35,46.338,46.455,46.409,46.264
7939.288,46.31,46.44,46.392,46.251
7942.218,46.244,46.413,46.374,46.23
7945.164,46.16,46.37,46.354,46.2
7948.02,46.093,46.318,46.325,46.155
7950.875,46.06,46.273,46.282,46.105
7953.769,46.054,46.242,46.234,46.063
7956.649,46.058,46.227,46.196,46.04
7959.529,46.062,46.219,46.171,46.031
7962.385,46.06,46.212,46.156,46.028
7965.259,46.043,46.203,46.146,46.022
7968.148,46.017,46.182,46.134,46.007
7971.028,45.979,46.155,46.118,45.982
7973.91,45.934,46.121,46.097,45.951
7976.814,45.896,46.088,46.072,45.92
7979.7,45.874,46.06,46.046,45.896
7982.6,45.872,46.041,46.022,45.873
7985.486,45.87,46.027,46.0,45.853
7988.369,45.863,46.016,45.977,45.834
7991.26,45.84,46.0,45.952,45.812
7994.151,45.795,45.972,45.927,45.78
7997.034,45.746,45.936,45.896,45.747
7999.921,45.712,45.898,45.863,45.717
8002.789,45.703,45.873,45.834,45.699
8005.69,45.7,45.857,45.818,45.689
8008.589,45.686,45.845,45.808,45.68
8011.551,45.663,45.826,45.794,45.664
8014.464,45.641,45.804,45.776,45.637
8017.396,45.622,45.778,45.752,45.604
8020.32,45.607,45.754,45.724,45.573
8023.175,45.582,45.734,45.699,45.55
8026.06,45.552,45.711,45.673,45.528
8028.932,45.522,45.685,45.644,45.503
8031.811,45.497,45.661,45.617,45.476
8034.67,45.47,45.637,45.59,45.453
8037.52,45.447,45.613,45.569,45.434
8040.36,45.421,45.592,45.554,45.42
8043.24,45.394,45.572,45.539,45.403
8046.091,45.37,45.549,45.52,45.382
8048.96,45.345,45.523,45.498,45.355
8051.815,45.321,45.494,45.472,45.329
8054.69,45.299,45.468,45.449,45.306
8057.545,45.281,45.447,45.425,45.288
8060.391,45.267,45.429,45.403,45.267
8063.29,45.253,45.411,45.38,45.243
8066.186,45.236,45.393,45.352,45.215
8069.061,45.214,45.373,45.326,45.187
8071.941,45.187,45.349,45.304,45.164
8074.831,45.16,45.325,45.28,45.141
8077.722,45.136,45.299,45.257,45.117
8080.613,45.117,45.275,45.234,45.097
8083.501,45.087,45.247,45.213,45.076
8086.361,45.059,45.224,45.199,45.064
8089.242,45.043,45.206,45.184,45.053
8092.128,45.034,45.193,45.17,45.041
8095.009,45.028,45.181,45.15,45.02
8097.905,45.014,45.166,45.133,44.994
8100.761,44.988,45.145,45.114,44.965
8103.651,44.948,45.116,45.085,44.929
8106.542,44.901,45.08,45.049,44.894
8109.451,44.858,45.043,45.014,44.864
8112.327,44.832,45.012,44.987,44.847
8115.202,44.824,44.994,44.969,44.836
8118.097,44.824,44.978,44.956,44.827
8121.011,44.823,44.971,44.942,44.811
8123.901,44.813,44.962,44.925,44.789
8126.766,44.795,44.949,44.905,44.765
8129.657,44.767,44.93,44.886,44.747
8132.621,44.727,44.9,44.865,44.724
8135.561,44.695,44.864,44.839,44.695
8138.512,44.673,44.827,44.807,44.661
8141.386,44.647,44.799,44.777,44.634
8144.262,44.622,44.778,44.755,44.62
8147.112,44.607,44.767,44.746,44.614
8149.972,44.601,44.758,44.744,44.606
8152.845,44.596,44.746,44.738,44.585
8155.732,44.572,44.727,44.715,44.548
8158.601,44.528,44.692,44.673,44.502
8161.502,44.47,44.648,44.628,44.464
8164.402,44.426,44.608,44.594,44.444
8167.286,44.407,44.58,44.571,44.438
8170.168,44.404,44.564,44.559,44.433
8173.072,44.414,44.556,44.553,44.426
8175.952,44.42,44.555,44.543,44.411
8178.843,44.415,44.547,44.526,44.389
8181.732,44.396,44.536,44.497,44.359
8184.593,44.364,44.516,44.465,44.324
8187.472,44.326,44.488,44.43,44.289
8190.352,44.282,44.454,44.394,44.255
8193.209,44.242,44.417,44.366,44.234
8196.072,44.208,44.39,44.348,44.229
8198.972,44.191,44.373,44.343,44.228
8201.857,44.185,44.36,44.339,44.22
8204.752,44.181,44.347,44.326,44.194
8207.593,44.168,44.329,44.296,44.154
8210.482,44.142,44.302,44.26,44.115
8213.362,44.109,44.272,44.231,44.085
8216.222,44.078,44.246,44.208,44.072
8219.112,44.056,44.225,44.196,44.063
8222.002,44.043,44.211,44.184,44.051
8225.005,44.032,44.194,44.165,44.032
8227.863,44.018,44.176,44.137,44.002
8230.723,43.993,44.151,44.108,43.969
8233.583,43.964,44.124,44.08,43.944
8236.442,43.933,44.1,44.06,43.93
8239.312,43.912,44.08,44.05,43.923
8242.169,43.898,44.064,44.043,43.918
8245.043,43.887,44.051,44.036,43.906
8247.923,43.872,44.035,44.02,43.882
8250.813,43.85,44.011,43.993,43.844
8253.682,43.823,43.983,43.959,43.805
8256.594,43.792,43.954,43.925,43.779
8259.473,43.771,43.933,43.898,43.764
8262.369,43.759,43.918,43.881,43.758
8265.264,43.752,43.908,43.869,43.75
8268.163,43.742,43.895,43.854,43.736
8271.053,43.726,43.881,43.837,43.71
8273.938,43.703,43.858,43.813,43.68
8276.828,43.679,43.832,43.787,43.652
8279.723,43.662,43.809,43.763,43.632
8282.613,43.646,43.788,43.745,43.617
8285.483,43.626,43.77,43.73,43.604
8288.364,43.602,43.751,43.719,43.593
8291.21,43.573,43.732,43.706,43.578
8294.053,43.548,43.712,43.696,43.56
8296.934,43.524,43.693,43.682,43.538
8299.813,43.499,43.673,43.662,43.516
8302.675,43.481,43.653,43.645,43.493
8305.523,43.467,43.634,43.638,43.472
8308.392,43.457,43.616,43.613,43.449
8311.233,43.445,43.597,43.582,43.423
8314.077,43.435,43.579,43.542,43.393
8316.961,43.418,43.558,43.503,43.364
8319.848,43.395,43.535,43.471,43.344
8322.73,43.364,43.509,43.449,43.334
8325.612,43.326,43.481,43.438,43.328
8328.463,43.291,43.457,43.433,43.323
8331.314,43.27,43.438,43.431,43.311
8334.194,43.257,43.422,43.417,43.287
8337.066,43.245,43.406,43.392,43.256
8339.959,43.23,43.386,43.359,43.219
8342.833,43.212,43.363,43.323,43.187
8345.693,43.194,43.338,43.289,43.162
8348.573,43.173,43.317,43.263,43.142
8351.438,43.15,43.298,43.245,43.13
8354.313,43.13,43.278,43.231,43.119
8357.174,43.112,43.263,43.221,43.111
8360.044,43.097,43.248,43.21,43.1
8363.02,43.083,43.233,43.202,43.087
8365.95,43.066,43.218,43.188,43.069
8368.823,43.047,43.201,43.175,43.049
8371.733,43.022,43.182,43.156,43.024
8374.714,42.997,43.157,43.135,42.999
8377.681,42.978,43.133,43.111,42.969
8380.573,42.959,43.112,43.084,42.942
8383.493,42.942,43.088,43.055,42.918
8386.464,42.922,43.068,43.025,42.894
8389.343,42.899,43.045,43.001,42.879
8392.228,42.876,43.025,42.98,42.863
8395.131,42.857,43.004,42.964,42.846
8398.097,42.832,42.982,42.945,42.831
8400.965,42.815,42.964,42.93,42.813
8403.816,42.801,42.948,42.915,42.797
8406.684,42.789,42.934,42.902,42.78
8409.554,42.773,42.919,42.889,42.765
8412.411,42.758,42.903,42.874,42.751
8415.254,42.738,42.887,42.858,42.731
8418.132,42.714,42.867,42.84,42.712
8421.002,42.69,42.846,42.819,42.688
8423.864,42.666,42.824,42.798,42.663
8426.748,42.644,42.801,42.774,42.639
8429.634,42.625,42.781,42.749,42.615
8432.513,42.61,42.76,42.722,42.592
8435.393,42.598,42.741,42.699,42.574
8438.282,42.587,42.724,42.68,42.559
8441.203,42.573,42.708,42.664,42.544
8444.082,42.551,42.686,42.648,42.529
8446.964,42.522,42.665,42.632,42.51
8449.854,42.489,42.643,42.614,42.488
8452.735,42.461,42.619,42.594,42.468
8455.624,42.441,42.596,42.573,42.447
8458.514,42.427,42.577,42.551,42.428
8461.414,42.417,42.561,42.533,42.412
8464.295,42.41,42.549,42.518,42.395
8467.181,42.405,42.54,42.503,42.378
8470.051,42.402,42.529,42.487,42.36
8472.947,42.392,42.512,42.465,42.341
8475.815,42.36,42.489,42.443,42.321
8478.674,42.31,42.458,42.422,42.298
8481.524,42.263,42.428,42.401,42.275
8484.374,42.233,42.403,42.379,42.252
8487.235,42.221,42.382,42.36,42.234
8490.095,42.22,42.368,42.344,42.22
8492.961,42.224,42.36,42.334,42.213
8495.824,42.226,42.354,42.324,42.206
8498.784,42.218,42.346,42.313,42.195
8501.649,42.198,42.33,42.295,42.176
8504.524,42.161,42.306,42.274,42.146
8507.384,42.121,42.274,42.242,42.111
8510.774,42.088,42.242,42.205,42.074
8513.634,42.062,42.212,42.167,42.045
8516.499,42.054,42.193,42.144,42.031
8519.374,42.047,42.18,42.129,42.021
8522.234,42.044,42.171,42.122,42.017
8525.104,42.039,42.163,42.117,42.013
8527.972,42.028,42.156,42.115,42.006
8530.844,42.016,42.148,42.109,41.998
8533.704,41.999,42.136,42.102,41.984
8536.554,41.981,42.12,42.088,41.964
8539.415,41.962,42.102,42.066,41.942
8542.304,41.942,42.08,42.039,41.913
8545.164,41.922,42.056,42.016,41.887
8548.032,41.904,42.033,41.997,41.864
8550.885,41.886,42.012,41.981,41.847
8553.886,41.868,41.996,41.964,41.828
8556.818,41.85,41.981,41.948,41.813
8559.757,41.822,41.963,41.93,41.796
8562.678,41.799,41.942,41.911,41.782
8565.605,41.783,41.922,41.891,41.765
8568.537,41.767,41.905,41.876,41.752
8571.413,41.747,41.89,41.861,41.738
8574.337,41.725,41.877,41.846,41.721
8577.244,41.702,41.86,41.825,41.699
8580.139,41.682,41.836,41.801,41.676
8583.014,41.662,41.812,41.777,41.652
8585.89,41.644,41.786,41.752,41.626
8588.759,41.63,41.763,41.726,41.604
8591.676,41.616,41.743,41.706,41.587
8594.545,41.6,41.725,41.69,41.572
8597.462,41.582,41.71,41.674,41.56
8600.354,41.569,41.694,41.66,41.545
8603.245,41.56,41.679,41.643,41.528
8606.138,41.548,41.665,41.628,41.509
8609.007,41.531,41.651,41.608,41.491
8611.863,41.509,41.635,41.589,41.474
8614.725,41.482,41.614,41.576,41.458
8617.595,41.449,41.589,41.566,41.442
8620.513,41.417,41.565,41.557,41.423
8623.384,41.392,41.545,41.538,41.404
8626.295,41.375,41.525,41.51,41.378
8629.173,41.367,41.508,41.482,41.358
8632.055,41.364,41.495,41.456,41.339
8634.985,41.36,41.484,41.434,41.324
8637.919,41.348,41.471,41.417,41.309
8640.813,41.328,41.456,41.403,41.295
8643.717,41.301,41.437,41.391,41.281
8646.61,41.271,41.414,41.375,41.261
8649.517,41.244,41.391,41.359,41.241
8652.403,41.221,41.367,41.337,41.218
8655.365,41.203,41.345,41.311,41.194
8658.315,41.186,41.325,41.288,41.173
8661.186,41.17,41.307,41.269,41.159
8664.036,41.157,41.291,41.256,41.148
8666.89,41.143,41.277,41.245,41.138
8669.75,41.134,41.266,41.238,41.128
8672.625,41.128,41.255,41.228,41.116
8675.545,41.12,41.243,41.214,41.099
8678.405,41.107,41.229,41.193,41.077
8681.286,41.088,41.214,41.173,41.054
8684.147,41.068,41.195,41.152,41.034
8687.007,41.044,41.179,41.133,41.02
8689.877,41.02,41.16,41.12,41.008
8692.745,40.994,41.143,41.107,40.998
8695.606,40.974,41.122,41.093,40.984
8698.465,40.95,41.099,41.073,40.961
8701.336,40.931,41.078,41.051,40.936
8704.206,40.92,41.058,41.028,40.915
8707.065,40.913,41.043,41.006,40.896
8709.935,40.91,41.029,40.992,40.885
8712.813,40.905,41.021,40.979,40.874
8715.716,40.894,41.01,40.968,40.861
8718.592,40.876,40.998,40.959,40.848
8721.466,40.851,40.984,40.948,40.833
8724.345,40.825,40.965,40.935,40.815
8727.23,40.801,40.944,40.92,40.796
8730.15,40.78,40.925,40.903,40.775
8733.089,40.764,40.904,40.882,40.756
8735.977,40.747,40.883,40.859,40.733
8738.936,40.729,40.86,40.832,40.71
8741.821,40.709,40.839,40.806,40.687
8744.708,40.685,40.819,40.779,40.668
8747.645,40.664,40.801,40.759,40.652
8750.556,40.65,40.785,40.743,40.64
8753.516,40.639,40.772,40.733,40.628
8756.37,40.63,40.761,40.725,40.62
8759.305,40.619,40.749,40.72,40.609
8762.188,40.605,40.737,40.712,40.596
8765.079,40.588,40.721,40.699,40.578
8768.079,40.571,40.707,40.676,40.553
8771.069,40.549,40.684,40.65,40.527
8774.058,40.527,40.661,40.626,40.504
8776.988,40.505,40.64,40.603,40.483
8779.888,40.486,40.622,40.583,40.467
8782.867,40.475,40.607,40.567,40.457
8785.757,40.471,40.597,40.552,40.446
8788.726,40.472,40.585,40.537,40.434
8791.684,40.467,40.565,40.522,40.418
8794.566,40.453,40.547,40.509,40.403
8797.466,40.422,40.526,40.494,40.384
8800.336,40.384,40.508,40.477,40.366
8803.219,40.353,40.49,40.463,40.351
8806.156,40.334,40.476,40.45,40.338
8809.095,40.324,40.465,40.437,40.325
8812.076,40.319,40.451,40.421,40.309
8815.057,40.312,40.437,40.403,40.29
8818.051,40.298,40.421,40.381,40.267
8820.946,40.277,40.398,40.357,40.244
8823.827,40.251,40.377,40.335,40.222
8826.776,40.224,40.355,40.316,40.205
8829.686,40.203,40.335,40.298,40.191
8832.596,40.189,40.319,40.285,40.181
8835.553,40.18,40.306,40.273,40.17
8838.457,40.171,40.296,40.262,40.158
8841.326,40.159,40.283,40.251,40.145
8844.266,40.145,40.269,40.235,40.128
8847.142,40.127,40.255,40.22,40.112
8850.076,40.106,40.237,40.2,40.089
8852.964,40.086,40.218,40.179,40.067
8855.827,40.069,40.199,40.155,40.046
8858.682,40.05,40.182,40.133,40.029
8861.541,40.034,40.163,40.114,40.012
8864.426,40.014,40.145,40.1,39.997
8867.307,40.0,40.126,40.086,39.985
8870.191,39.986,40.109,40.073,39.971
8873.049,39.973,40.096,40.06,39.957
8875.923,39.963,40.085,40.05,39.945
8878.793,39.951,40.075,40.035,39.931
8881.687,39.937,40.062,40.022,39.918
8884.607,39.923,40.048,40.013,39.907
8887.516,39.906,40.032,40.001,39.893
8890.396,39.89,40.016,39.989,39.877
8893.257,39.869,39.999,39.972,39.856
8896.118,39.849,39.981,39.949,39.832
8898.987,39.831,39.959,39.925,39.808
8901.85,39.813,39.939,39.9,39.786
8904.727,39.796,39.92,39.876,39.765
8907.638,39.78,39.902,39.853,39.749
8910.617,39.763,39.883,39.837,39.736
8913.487,39.755,39.872,39.827,39.73
8916.348,39.748,39.862,39.82,39.726
8919.234,39.747,39.853,39.816,39.722
8922.118,39.746,39.843,39.809,39.714
8925.007,39.736,39.833,39.802,39.702
8927.878,39.717,39.821,39.792,39.688
8930.747,39.691,39.804,39.777,39.666
8933.607,39.654,39.783,39.758,39.64
8936.472,39.621,39.762,39.733,39.614
8939.357,39.597,39.741,39.705,39.587
8942.237,39.583,39.719,39.677,39.566
8945.099,39.573,39.704,39.654,39.55
8947.982,39.565,39.688,39.637,39.54
8950.939,39.55,39.673,39.624,39.53
8953.829,39.534,39.657,39.615,39.522
8956.801,39.517,39.643,39.607,39.514
8959.737,39.505,39.633,39.6,39.504
8962.657,39.496,39.621,39.592,39.491
8965.608,39.488,39.611,39.581,39.478
8968.577,39.479,39.6,39.569,39.463
8971.488,39.465,39.587,39.555,39.447
8974.387,39.443,39.567,39.538,39.432
8977.317,39.419,39.548,39.522,39.414
8980.191,39.399,39.532,39.507,39.395
8983.093,39.382,39.513,39.487,39.376
8985.967,39.369,39.496,39.468,39.357
8988.948,39.359,39.481,39.45,39.342
8991.848,39.35,39.467,39.436,39.327
8994.737,39.338,39.456,39.423,39.315
8997.734,39.326,39.443,39.41,39.3
9000.6,39.313,39.432,39.398,39.288
9003.457,39.3,39.419,39.383,39.272
9006.327,39.285,39.405,39.365,39.255
9009.208,39.266,39.39,39.348,39.238
9012.113,39.243,39.373,39.333,39.224
9014.997,39.219,39.351,39.316,39.208
9017.858,39.197,39.33,39.301,39.193
9020.748,39.187,39.312,39.285,39.177
9023.631,39.184,39.298,39.268,39.162
9026.532,39.186,39.289,39.251,39.149
9029.408,39.186,39.281,39.236,39.134
9032.297,39.178,39.269,39.221,39.12
9035.18,39.158,39.258,39.209,39.109
9038.07,39.13,39.244,39.197,39.099
9040.94,39.101,39.229,39.185,39.086
9043.828,39.076,39.211,39.17,39.072
9046.714,39.054,39.191,39.157,39.059
9049.615,39.032,39.172,39.14,39.041
9052.517,39.015,39.15,39.124,39.023
9055.418,39.0,39.131,39.109,39.007
9058.289,38.989,39.116,39.095,38.988
9061.188,38.981,39.104,39.079,38.974
9064.09,38.98,39.093,39.063,38.958
9066.978,38.975,39.084,39.044,38.943
9069.846,38.971,39.074,39.027,38.926
9072.714,38.962,39.065,39.008,38.912
9075.578,38.947,39.049,38.992,38.897
9078.468,38.924,39.028,38.976,38.881
9081.368,38.898,39.013,38.957,38.863
9084.258,38.869,38.991,38.942,38.847
9087.103,38.848,38.971,38.927,38.83
9089.958,38.827,38.951,38.911,38.814
9092.839,38.807,38.931,38.9,38.801
9095.716,38.794,38.916,38.888,38.79
9098.571,38.783,38.902,38.878,38.779
9101.443,38.774,38.891,38.866,38.769
9104.319,38.769,38.88,38.854,38.753
9107.191,38.758,38.87,38.837,38.733
9110.096,38.745,38.855,38.819,38.712
9112.98,38.729,38.84,38.797,38.695
9115.849,38.712,38.826,38.781,38.679
9118.728,38.693,38.812,38.767,38.668
9121.625,38.677,38.797,38.758,38.657
9124.508,38.666,38.782,38.748,38.647
9127.379,38.654,38.769,38.737,38.638
9130.299,38.64,38.755,38.724,38.625
9133.248,38.625,38.741,38.712,38.609
9136.198,38.609,38.728,38.698,38.593
9139.066,38.592,38.713,38.681,38.575
9141.978,38.577,38.697,38.661,38.556
9144.929,38.556,38.678,38.641,38.537
9147.863,38.536,38.659,38.622,38.519
9150.774,38.517,38.642,38.607,38.509
9153.659,38.503,38.626,38.595,38.495
9156.658,38.492,38.614,38.583,38.486
9159.562,38.487,38.603,38.574,38.475
9162.489,38.48,38.594,38.563,38.461
9165.449,38.472,38.584,38.551,38.447
9168.388,38.465,38.573,38.536,38.431
9171.268,38.455,38.561,38.52,38.413
9174.149,38.445,38.551,38.504,38.399
9177.064,38.433,38.539,38.487,38.386
9180.019,38.418,38.524,38.475,38.376
9182.99,38.397,38.509,38.463,38.366
9185.999,38.369,38.49,38.45,38.356
9188.874,38.346,38.472,38.441,38.344
9191.777,38.327,38.455,38.429,38.33
9194.65,38.315,38.439,38.418,38.315
9197.518,38.314,38.425,38.405,38.302
9200.419,38.311,38.414,38.392,38.288
9203.309,38.307,38.405,38.38,38.276
9206.208,38.298,38.397,38.369,38.265
9209.097,38.284,38.388,38.358,38.254
9211.979,38.268,38.376,38.345,38.24
9214.867,38.251,38.362,38.331,38.225
9217.749,38.229,38.343,38.314,38.205
9220.619,38.208,38.326,38.294,38.185
9223.511,38.186,38.307,38.274,38.162
9226.402,38.167,38.289,38.25,38.143
9229.319,38.151,38.272,38.23,38.127
9232.209,38.14,38.257,38.212,38.116
9235.12,38.129,38.246,38.196,38.106
9238.009,38.117,38.232,38.186,38.099
9240.86,38.105,38.219,38.179,38.091
9243.747,38.09,38.206,38.171,38.082
9246.6,38.075,38.192,38.163,38.07
9249.489,38.059,38.178,38.152,38.055
9252.38,38.044,38.164,38.137,38.039
9255.319,38.032,38.147,38.122,38.021
9258.237,38.024,38.134,38.105,38.001
9261.217,38.019,38.122,38.087,37.983
9264.188,38.018,38.111,38.07,37.967
9267.113,38.008,38.102,38.054,37.957
9270.029,37.994,38.091,38.04,37.946
9272.941,37.976,38.079,38.028,37.935
9275.899,37.954,38.066,38.018,37.926
9278.799,37.929,38.049,38.007,37.911
9281.754,37.906,38.03,37.993,37.895
9284.671,37.885,38.01,37.977,37.876
9287.589,37.867,37.991,37.96,37.859
9290.504,37.854,37.974,37.942,37.84
9293.452,37.842,37.958,37.924,37.824
9296.404,37.831,37.944,37.909,37.81
9299.339,37.821,37.932,37.896,37.799
9302.28,37.811,37.921,37.882,37.789
9305.233,37.802,37.909,37.873,37.781
9308.189,37.792,37.9,37.863,37.771
9311.136,37.779,37.888,37.854,37.761
9314.088,37.765,37.876,37.845,37.749
9317.028,37.751,37.866,37.835,37.736
9319.96,37.741,37.853,37.824,37.724
9322.898,37.728,37.839,37.81,37.71
9325.858,37.716,37.828,37.796,37.699
9328.849,37.703,37.815,37.783,37.685
9331.749,37.689,37.802,37.771,37.67
9334.69,37.674,37.788,37.759,37.655
9337.7,37.662,37.776,37.741,37.638
9340.69,37.648,37.762,37.724,37.621
9343.643,37.636,37.749,37.707,37.608
9346.63,37.625,37.736,37.691,37.592
9349.62,37.61,37.722,37.675,37.58
9352.61,37.599,37.708,37.663,37.569
9355.55,37.586,37.696,37.652,37.558
9358.505,37.573,37.68,37.644,37.544
9361.45,37.558,37.665,37.633,37.532
9364.44,37.543,37.648,37.621,37.52
9367.38,37.525,37.633,37.607,37.507
9370.34,37.508,37.619,37.592,37.491
9373.291,37.491,37.605,37.576,37.475
9376.151,37.477,37.591,37.557,37.462
9378.993,37.466,37.58,37.541,37.448
9381.84,37.458,37.571,37.525,37.436
9384.68,37.455,37.561,37.514,37.424
9387.56,37.445,37.549,37.503,37.413
9390.43,37.432,37.537,37.491,37.399
9393.302,37.412,37.52,37.478,37.386
9396.166,37.389,37.503,37.462,37.368
9399.008,37.371,37.484,37.447,37.354
9401.885,37.354,37.468,37.431,37.339
9404.758,37.342,37.453,37.417,37.327
9407.739,37.334,37.442,37.404,37.315
9410.69,37.328,37.433,37.394,37.302
9413.672,37.322,37.423,37.384,37.293
9416.646,37.313,37.414,37.375,37.282
9419.611,37.303,37.406,37.363,37.271
9422.532,37.289,37.394,37.352,37.258
9425.501,37.273,37.38,37.339,37.245
9428.391,37.256,37.368,37.326,37.233
9431.362,37.24,37.353,37.317,37.222
9434.291,37.225,37.339,37.308,37.212
9437.162,37.21,37.325,37.299,37.202
9440.021,37.197,37.312,37.283,37.188
9442.89,37.184,37.297,37.268,37.171
9445.761,37.172,37.284,37.25,37.151
9448.624,37.162,37.272,37.232,37.133
9451.481,37.152,37.259,37.214,37.115
9454.351,37.143,37.246,37.197,37.102
9457.18,37.136,37.235,37.181,37.089
9460.052,37.13,37.223,37.167,37.081
9462.971,37.119,37.212,37.158,37.074
9465.846,37.109,37.199,37.152,37.067
9468.819,37.089,37.185,37.145,37.062
9471.671,37.072,37.173,37.141,37.052
9474.522,37.054,37.16,37.129,37.041
9477.371,37.041,37.148,37.117,37.029
9480.237,37.029,37.135,37.105,37.016
9483.11,37.018,37.125,37.093,37.002
9485.974,37.008,37.113,37.083,36.986
9488.853,37.0,37.103,37.07,36.971
9491.717,36.989,37.091,37.054,36.957
9494.562,36.974,37.078,37.038,36.941
9497.401,36.96,37.063,37.021,36.926
9500.271,36.942,37.048,37.006,36.911
9503.263,36.923,37.032,36.989,36.897
9506.272,36.906,37.015,36.975,36.883
9509.252,36.89,36.997,36.96,36.868
9512.189,36.879,36.985,36.946,36.857
9515.162,36.869,36.971,36.934,36.844
9518.134,36.86,36.959,36.921,36.833
9521.063,36.854,36.949,36.91,36.821
9524.006,36.847,36.942,36.898,36.81
9526.893,36.839,36.934,36.889,36.802
9529.742,36.829,36.926,36.879,36.793
9532.592,36.822,36.916,36.869,36.784
9535.462,36.814,36.906,36.86,36.775
9538.332,36.805,36.895,36.851,36.766
